21	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-6 8-7 9-8 10-9 
22	0-0 1-1 2-2 3-3 4-4 5-4 6-5 6-6 7-10 8-7 9-7 10-8 10-9 11-11 11-12 12-13 13-14 14-14 15-15 16-16 17-17 18-18 19-23 20-24 21-19 22-20 23-21 24-22 25-22 26-22 27-25 28-26 28-27 29-31 30-31 31-28 32-29 33-30 34-32 35-32 36-32 37-33 37-34 38-35 39-36 39-37 40-38 41-39 42-40 43-41 44-42 45-43 
23	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 7-8 8-9 9-10 10-11 11-12 12-13 13-14 14-15 14-16 15-17 16-18 17-19 18-20 19-21 20-22 21-23 22-24 23-25 24-34 25-28 26-28 27-26 28-27 29-27 30-29 30-30 31-31 31-32 31-33 32-37 32-38 33-39 34-39 35-40 35-41 36-35 37-36 38-46 38-47 39-48 40-42 41-42 42-43 42-44 42-45 43-56 43-57 44-58 45-58 46-49 47-50 48-51 49-53 49-54 50-52 51-55 52-59 52-60 53-61 54-62 54-63 55-64 56-66 57-65 58-67 59-70 59-71 60-68 61-69 62-72 63-73 64-74 65-75 66-76 
24	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-11 10-9 11-10 12-12 13-13 13-14 14-15 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 24-24 
25	0-0 1-1 1-2 2-6 3-7 4-3 4-4 4-5 5-12 6-11 7-8 8-8 9-9 9-10 10-18 10-19 11-20 12-21 13-22 13-23 13-24 14-13 14-14 15-17 16-15 16-16 17-37 17-38 18-35 18-36 19-34 20-41 20-42 21-39 21-40 22-46 23-47 23-48 24-43 24-44 24-45 25-49 25-50 26-51 26-52 27-53 27-54 27-55 27-56 28-57 29-58 30-27 31-27 32-28 32-29 33-25 33-26 34-30 35-31 35-32 35-33 36-70 36-71 37-72 38-73 39-74 40-75 40-76 41-77 41-78 41-79 42-64 42-65 42-66 43-67 43-68 44-69 45-61 46-59 46-60 47-62 47-63 48-81 48-82 49-80 50-83 50-84 51-85 52-86 
26	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-8 8-7 9-9 10-9 11-10 11-11 12-15 13-12 14-13 15-14 16-16 17-16 18-17 18-18 19-19 19-20 20-22 21-22 22-21 23-23 23-24 24-25 25-26 26-27 26-28 27-30 28-29 29-29 30-31 30-32 31-33 31-34 32-35 33-36 34-37 34-38 34-39 35-40 36-41 36-42 37-43 38-44 39-44 40-47 40-48 41-45 41-46 42-49 43-50 44-50 45-52 46-53 47-51 48-54 49-55 50-56 51-57 52-59 53-58 54-60 55-61 56-62 57-63 58-64 59-65 59-66 60-67 61-68 62-69 63-70 63-71 64-74 65-73 66-72 67-75 68-76 
27	0-0 1-1 2-2 3-4 4-3 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-11 13-12 14-12 15-13 15-14 16-15 16-16 17-17 18-18 19-19 20-20 21-20 22-21 23-22 24-22 25-23 26-24 27-25 28-26 28-27 29-28 30-28 31-29 32-30 33-31 34-32 35-33 36-36 37-36 38-34 38-35 39-39 39-40 40-37 41-38 42-38 43-41 
28	0-0 1-1 2-2 3-3 4-3 5-4 6-5 6-6 7-7 7-8 8-9 9-10 10-11 11-12 11-13 12-14 13-15 14-16 15-17 
29	0-0 1-1 2-2 3-3 4-4 5-5 5-6 5-7 6-9 7-8 8-8 9-10 9-11 10-12 11-13 12-14 12-15 13-16 14-16 15-17 16-18 17-18 18-19 18-20 19-23 20-22 21-24 21-25 22-21 23-21 24-26 25-27 
30	0-0 1-1 2-2 3-3 4-4 4-5 5-7 6-6 7-8 7-9 8-14 8-15 9-10 9-11 10-12 11-13 12-13 13-18 13-19 14-16 15-17 16-20 17-21 17-22 18-23 19-24 19-25 19-26 20-27 20-28 21-29 22-30 23-30 24-33 24-34 25-31 25-32 26-35 27-35 28-36 28-37 29-38 30-39 31-39 32-40 33-41 34-42 35-43 36-44 37-45 38-46 39-47 39-48 40-49 41-53 42-54 42-55 43-50 44-51 44-52 45-56 46-56 47-57 48-58 
31	0-0 1-1 2-2 3-3 4-4 5-5 5-6 6-7 7-8 8-9 9-10 9-11 10-12 11-13 12-14 13-15 14-16 15-17 16-18 16-19 17-20 18-21 18-22 19-23 20-24 
32	0-0 1-1 2-2 3-3 4-8 4-9 5-10 6-11 7-4 7-5 8-6 9-7 10-17 10-18 11-19 11-20 12-21 13-21 14-22 14-23 14-24 15-12 15-13 16-14 17-15 18-16 19-30 20-31 21-32 22-28 22-29 23-25 23-26 24-27 25-33 
33	0-0 0-1 1-2 2-2 3-4 4-3 5-6 6-7 7-5 8-5 9-8 10-9 11-11 12-10 13-10 14-12 15-13 16-14 17-15 18-17 19-16 20-22 21-23 22-18 23-19 24-20 25-21 26-24 27-24 28-25 29-26 30-27 31-28 32-29 33-30 34-31 35-32 36-33 
34	0-0 1-0 2-1 3-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-9 11-10 12-11 13-12 14-15 15-16 16-17 17-18 18-18 19-19 20-13 21-14 22-20 23-20 24-21 25-22 26-23 27-24 28-25 29-26 30-27 31-28 32-28 33-29 34-30 34-31 35-32 36-32 37-33 38-33 39-34 40-35 41-36 42-37 43-38 
35	0-0 1-1 2-2 3-3 4-4 5-5 5-6 6-7 7-7 8-8 9-9 10-12 10-13 11-11 12-11 13-10 14-15 15-14 16-16 17-17 18-18 19-19 20-20 21-24 22-24 23-21 23-22 23-23 24-25 25-26 26-26 27-27 28-27 29-28 30-29 31-30 32-32 33-31 34-31 35-33 36-33 37-34 38-35 38-36 39-37 40-37 41-38 42-39 42-40 43-44 44-43 45-41 46-42 47-45 
36	0-0 1-1 1-2 2-3 3-3 4-4 5-5 6-6 7-11 8-9 8-10 9-7 10-8 11-12 12-13 13-14 13-15 14-16 15-17 
37	0-0 1-1 2-3 3-2 4-4 5-5 5-6 6-7 7-8 8-9 9-10 9-11 10-12 10-13 10-14 11-22 12-22 13-15 14-16 15-17 15-18 16-19 16-20 16-21 17-31 17-32 18-29 18-30 19-23 19-24 20-25 21-26 22-27 22-28 23-33 24-34 25-35 26-36 27-37 28-38 29-39 30-40 30-41 31-42 32-43 33-44 34-45 35-46 35-47 35-48 35-49 36-50 36-51 37-52 38-53 38-54 
38	0-0 1-1 2-2 3-3 4-4 5-6 5-7 6-5 7-8 7-9 8-10 9-11 9-12 10-13 11-13 12-14 13-16 14-17 15-15 16-18 17-18 18-19 19-20 19-21 20-22 21-23 21-24 22-25 23-26 24-27 
39	0-0 1-0 2-1 3-2 4-3 5-4 5-5 6-6 6-7 7-8 8-9 8-10 9-11 10-12 11-13 12-13 13-14 13-15 14-16 15-17 16-18 17-19 18-20 19-21 20-22 21-26 21-27 22-25 23-23 24-24 25-32 26-33 27-28 28-29 29-30 30-31 31-35 32-34 33-36 34-37 34-38 35-39 35-40 35-41 36-42 37-43 38-44 39-45 40-46 41-47 
40	0-0 0-1 1-2 2-3 3-4 4-5 5-6 6-6 7-7 8-7 9-8 10-9 10-10 11-13 12-11 13-12 14-14 15-14 16-15 16-16 16-17 17-20 17-21 18-18 19-19 20-22 21-23 22-23 23-24 23-25 24-26 25-27 26-28 27-29 
41	0-0 1-1 2-4 3-2 3-3 4-7 5-5 5-6 6-8 7-9 7-10 8-11 9-12 10-13 10-14 11-15 12-16 12-17 13-18 13-19 14-20 14-21 15-22 16-22 17-23 18-24 19-25 20-26 21-27 22-28 23-29 24-30 25-31 26-32 26-33 26-34 27-35 28-36 29-37 30-38 31-39 32-40 33-41 34-42 34-43 35-44 36-44 37-45 38-46 39-51 40-49 41-50 42-47 43-48 44-52 45-53 46-54 46-55 47-56 48-57 49-58 49-59 50-60 51-60 52-62 53-63 54-61 55-64 56-65 57-66 57-67 
42	0-0 1-1 2-2 2-3 3-4 4-5 5-6 6-7 7-8 7-9 8-10 9-11 10-12 11-13 12-14 13-15 13-16 14-17 15-18 16-19 17-21 18-20 19-22 20-23 21-24 22-25 23-26 24-28 25-27 26-27 27-29 28-30 29-31 30-32 31-33 
43	0-0 1-0 2-1 3-2 4-3 5-4 6-5 7-5 8-6 9-6 10-9 11-9 12-9 13-7 14-8 15-10 15-11 16-12 17-13 18-14 
44	0-0 0-1 1-2 2-3 3-4 4-5 4-6 5-10 5-11 6-7 7-8 7-9 8-12 9-13 10-14 11-15 12-16 13-17 13-18 13-19 14-20 14-21 15-22 16-23 16-24 16-25 17-26 18-27 
45	0-0 1-0 2-1 3-2 3-3 4-5 5-4 6-4 7-6 7-7 8-10 9-8 9-9 10-11 11-12 12-12 13-13 14-14 14-15 15-18 16-16 17-17 18-19 19-20 20-21 21-23 22-22 23-24 23-25 24-26 25-27 26-28 27-31 28-29 29-30 30-32 31-32 32-33 33-34 34-35 35-36 36-37 37-38 38-39 38-40 
46	0-0 1-1 2-2 2-3 3-4 4-4 5-5 5-6 6-7 7-8 8-9 8-10 9-15 10-16 11-11 11-12 11-13 12-14 13-14 14-18 15-17 16-19 17-20 18-21 
47	0-0 1-1 2-2 3-2 4-3 5-3 6-3 7-4 7-5 8-6 9-6 10-7 11-8 12-9 13-9 14-10 14-11 15-12 16-13 17-15 18-14 19-16 20-17 21-20 21-21 22-18 22-19 23-22 24-23 25-23 26-24 27-25 28-26 29-27 
48	0-0 1-1 2-2 3-12 4-13 5-14 6-6 7-5 8-3 8-4 9-7 9-8 10-9 10-10 11-11 12-22 13-22 14-23 15-24 15-25 16-26 16-27 17-21 18-19 19-20 20-17 21-18 22-16 23-15 24-34 25-35 26-36 27-37 28-37 29-38 30-39 30-40 31-30 31-31 32-32 33-33 34-33 35-28 35-29 36-47 37-48 38-49 38-50 39-44 39-45 40-46 41-46 42-41 43-41 44-42 44-43 45-52 46-51 47-53 48-54 49-55 50-56 51-57 52-57 53-58 54-59 55-61 56-60 57-62 
49	0-0 1-1 2-2 3-3 4-4 4-5 5-6 6-7 7-8 7-9 8-14 8-15 8-16 9-17 10-18 11-10 11-11 12-12 13-13 14-19 15-20 16-24 17-23 18-25 18-26 19-21 19-22 20-27 21-27 22-28 22-29 23-39 24-38 25-36 26-37 27-30 28-31 29-33 30-32 31-34 32-35 33-40 33-41 34-42 35-43 36-44 37-45 38-46 39-47 40-48 40-49 41-50 42-51 43-52 44-53 45-54 46-55 47-56 47-57 48-58 49-58 50-59 51-60 52-61 53-62 
50	0-0 1-1 2-2 3-3 4-3 5-4 6-5 7-6 8-7 9-8 10-9 11-10 12-11 13-14 14-15 15-12 16-13 17-17 18-16 19-18 20-19 21-20 22-21 23-22 24-22 25-23 26-24 27-25 28-26 
51	0-0 1-0 2-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-12 10-13 11-9 12-10 13-11 14-14 15-15 16-16 17-17 
