11	0-0 1-0 2-1 3-2 4-3 5-4 5-5 6-8 6-9 7-7 8-7 9-6 10-10 11-11 11-12 12-19 13-20 14-13 14-14 15-15 16-18 17-16 18-17 
12	0-0 1-0 2-1 2-2 3-3 4-4 5-5 6-8 7-9 8-7 9-6 10-25 11-25 12-26 12-27 13-23 14-24 15-20 16-21 17-13 18-14 19-15 20-16 20-17 21-18 22-19 23-10 24-11 25-12 26-22 27-22 28-28 29-29 30-30 31-31 32-32 33-33 33-34 34-35 35-36 35-37 36-38 37-38 38-39 39-40 40-41 41-42 42-43 43-46 43-47 44-44 45-45 46-49 47-50 48-48 49-54 50-52 51-53 52-51 53-58 54-55 55-55 56-56 56-57 57-62 58-62 59-59 60-60 61-61 62-63 62-64 63-67 64-68 65-65 66-66 67-69 68-70 68-71 
13	0-0 1-1 2-2 3-3 4-4 5-5 6-6 6-7 7-8 8-9 9-10 9-11 10-12 10-13 11-16 12-15 13-14 14-17 15-18 15-19 16-23 16-24 17-20 18-20 19-21 19-22 20-25 21-26 
14	0-0 1-0 2-1 2-2 3-4 4-5 5-3 6-6 7-7 8-9 9-8 10-10 11-11 11-12 12-13 13-13 14-14 15-15 16-16 17-17 17-18 18-20 19-19 20-19 21-21 21-22 22-23 22-24 23-25 23-26 24-27 25-27 26-28 27-28 28-29 29-30 30-31 30-32 31-33 32-36 33-35 34-34 35-37 36-38 
15	0-0 0-1 1-2 2-3 3-4 3-5 4-6 4-7 4-8 5-9 5-10 6-11 7-12 8-13 8-14 9-17 9-18 10-15 11-16 12-24 12-25 12-26 13-21 13-22 13-23 14-19 15-20 16-27 
16	0-0 1-1 2-2 2-3 3-6 3-7 4-4 5-5 6-8 7-8 8-9 8-10 9-11 9-12 10-13 10-14 11-15 12-16 13-17 14-18 15-19 15-20 16-21 
17	0-0 1-1 2-2 3-3 4-8 5-8 6-4 7-5 8-6 9-7 10-9 11-11 11-12 12-10 13-10 14-15 15-16 16-17 17-18 18-13 19-14 20-22 21-23 22-20 23-19 24-19 25-21 26-24 27-25 
18	0-0 0-1 1-2 2-3 3-4 4-4 5-5 5-6 6-7 7-7 8-8 8-9 9-10 9-11 10-12 10-13 11-18 12-19 12-20 13-16 14-17 15-14 16-15 17-25 17-26 18-21 18-22 19-23 20-24 21-29 22-30 23-27 23-28 24-32 24-33 25-31 26-34 27-35 28-35 29-38 30-36 30-37 31-40 31-41 32-39 33-42 34-43 35-44 36-45 37-46 38-47 39-48 40-49 41-50 42-54 42-55 43-51 44-52 45-53 46-56 46-57 47-59 48-60 49-58 50-62 51-63 52-61 53-64 53-65 54-66 55-67 56-68 57-69 57-70 58-71 59-72 60-73 61-74 62-75 63-76 63-77 64-78 65-79 
19	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-9 8-7 9-8 10-10 10-11 11-12 12-12 13-13 13-14 14-20 15-21 16-18 16-19 17-15 17-16 18-17 19-22 
20	0-1 1-1 2-0 3-0 4-2 5-2 6-3 7-4 7-5 8-6 9-6 10-7 11-8 12-8 13-9 14-10 15-11 16-11 17-14 18-13 19-12 20-15 21-15 22-16 23-17 24-18 25-19 26-21 27-20 28-22 29-22 30-23 31-24 32-25 
21	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-7 9-8 10-9 
22	0-0 1-1 2-2 3-3 4-4 5-4 6-5 6-6 7-10 8-7 9-7 10-8 10-9 11-12 12-11 13-14 14-13 15-15 16-16 17-17 18-18 19-23 20-24 21-19 22-20 23-21 24-22 25-22 26-27 27-25 28-26 29-31 30-32 31-28 32-29 33-30 34-35 35-35 36-35 37-33 38-34 39-36 39-37 40-38 41-39 42-40 43-41 44-42 45-43 
23	0-0 0-1 1-2 2-2 3-3 3-4 4-7 5-5 6-6 7-8 8-9 9-10 9-11 10-15 11-12 12-13 13-14 14-16 15-17 16-18 17-19 18-20 19-21 20-22 20-23 21-26 22-24 23-25 24-34 24-35 25-31 25-32 26-33 27-33 28-27 29-28 30-29 31-30 32-41 33-42 34-38 34-39 35-40 36-40 37-43 37-44 38-47 39-48 40-45 41-46 42-36 42-37 43-56 43-57 44-58 45-58 46-49 47-50 48-51 49-53 49-54 50-52 51-55 52-59 52-60 53-61 54-62 55-63 56-64 57-65 58-66 58-67 59-71 60-68 60-69 61-70 62-70 63-72 63-73 64-74 65-75 66-76 
24	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-11 10-9 11-10 12-12 12-13 13-14 14-14 15-16 16-15 17-17 18-18 19-20 20-19 21-21 22-22 23-23 24-24 
25	0-0 1-1 1-2 2-6 3-7 4-3 4-4 4-5 5-21 6-19 6-20 7-23 7-24 8-22 9-8 9-9 10-10 11-11 12-12 12-13 13-17 14-18 15-14 15-15 15-16 16-40 17-41 17-42 18-35 19-36 20-37 20-38 20-39 21-46 21-47 22-48 23-49 24-43 24-44 25-45 26-50 26-51 26-52 27-53 27-54 27-55 28-57 28-58 29-56 30-27 31-28 31-29 32-25 32-26 33-32 33-33 33-34 34-30 35-31 36-71 37-72 37-73 38-76 38-77 38-78 39-74 40-75 41-67 42-66 43-64 43-65 44-68 44-69 44-70 45-61 46-59 46-60 47-62 47-63 48-81 48-82 49-79 49-80 50-83 50-84 51-85 52-86 
26	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-8 8-7 9-9 10-9 11-10 11-11 12-12 12-13 13-18 13-19 14-20 15-20 16-15 16-16 17-14 18-17 19-17 20-24 21-23 22-21 23-22 24-25 25-26 26-27 26-28 27-30 28-29 29-32 30-31 31-33 31-34 32-35 33-36 34-37 35-40 35-41 36-42 37-38 38-39 39-45 39-46 40-47 41-47 42-43 42-44 43-48 43-49 43-50 44-51 45-52 46-53 47-53 48-54 49-55 50-56 51-57 52-58 53-59 54-60 55-61 56-62 57-63 58-64 58-65 59-66 60-67 61-68 62-69 63-70 64-71 65-72 65-73 66-74 67-75 68-76 
27	0-0 1-1 2-2 3-4 4-3 5-5 6-6 7-7 8-8 9-9 10-10 11-14 12-14 13-12 14-11 15-13 16-15 16-16 17-17 18-18 19-18 20-19 21-20 22-21 23-22 24-22 25-23 26-24 27-25 28-26 28-27 29-28 30-28 31-29 32-30 33-31 33-32 34-34 35-35 36-36 37-33 38-33 39-39 40-37 41-38 42-40 43-41 
28	0-0 1-1 2-2 3-3 4-3 5-4 5-5 6-6 7-7 7-8 8-9 9-10 10-11 11-12 11-13 12-14 13-15 14-16 15-17 
29	0-0 1-1 2-2 3-3 3-4 4-6 5-5 6-7 7-8 8-9 9-10 10-11 10-12 11-13 12-14 13-15 14-16 15-17 16-18 17-18 18-19 18-20 19-23 20-23 21-24 21-25 22-21 23-22 24-26 25-27 
30	0-0 1-1 2-2 3-3 3-4 4-5 5-5 6-6 6-7 7-8 8-9 8-10 9-11 10-12 11-13 11-14 12-15 13-18 13-19 14-16 15-17 16-20 17-22 18-23 19-21 20-21 21-24 21-25 22-26 22-27 23-31 23-32 24-33 25-34 26-30 27-28 27-29 28-37 29-38 30-39 31-35 32-36 33-40 33-41 34-42 35-43 36-44 37-45 38-46 39-47 40-48 41-49 41-50 42-51 42-52 43-55 44-56 45-53 46-54 47-57 48-58 
31	0-0 1-1 2-2 3-3 3-4 4-5 5-6 6-7 7-8 8-9 9-10 9-11 10-12 11-13 12-14 13-15 13-16 14-17 15-17 16-18 16-19 17-20 17-21 18-22 19-23 20-24 
32	0-0 0-1 1-3 2-2 3-8 4-9 5-10 6-11 6-12 7-4 7-5 8-6 9-7 10-17 10-18 11-19 11-20 12-21 13-21 14-22 14-23 15-24 16-13 16-14 17-15 18-16 19-29 19-30 20-31 21-32 22-25 23-26 24-27 24-28 25-33 
33	0-0 0-1 1-2 2-2 3-4 4-3 5-6 6-7 7-5 8-5 9-8 10-9 11-11 12-10 13-12 14-12 15-13 16-14 17-15 18-17 19-16 20-22 21-23 22-18 23-19 24-20 25-21 26-24 27-24 28-25 29-26 30-27 31-28 32-29 33-30 34-31 35-32 36-33 
34	0-0 1-0 2-1 3-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-9 11-10 12-10 13-16 14-15 15-15 16-17 17-18 18-19 19-11 20-13 20-14 21-12 22-12 23-20 24-21 25-22 26-23 27-24 28-25 29-26 30-27 31-31 32-28 33-29 34-30 35-32 36-32 37-35 38-35 39-34 40-33 41-36 42-37 43-38 
35	0-0 1-1 2-2 3-3 4-4 5-5 5-6 6-7 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-15 15-14 16-16 17-17 18-18 19-19 20-20 21-24 22-24 23-21 23-22 23-23 24-25 25-26 26-26 27-27 28-27 29-28 30-29 31-30 32-32 33-31 34-31 35-33 36-33 37-34 38-35 38-36 39-40 40-37 41-38 42-39 43-44 44-43 45-41 46-42 47-45 
36	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-11 8-9 9-10 10-7 10-8 11-12 11-13 12-14 13-15 14-16 15-17 
37	0-0 0-1 1-5 2-4 3-2 4-3 5-6 5-7 6-8 7-8 8-9 9-10 9-11 10-12 10-13 10-14 11-22 12-18 12-19 13-15 14-16 15-17 16-20 16-21 17-31 17-32 18-30 19-23 19-24 20-25 21-26 22-27 22-28 22-29 23-33 24-34 25-35 26-36 26-37 27-41 27-42 28-38 29-39 30-40 31-46 31-47 32-48 33-43 33-44 34-45 35-49 35-50 36-51 37-52 38-53 38-54 
38	0-0 1-1 2-2 3-3 4-4 5-6 5-7 6-5 7-8 8-9 9-12 9-13 10-10 11-11 12-14 13-16 14-17 15-15 16-19 17-18 18-20 19-21 20-22 21-23 21-24 22-25 23-26 24-27 
39	0-0 1-0 2-1 2-2 3-3 4-3 5-4 5-5 6-6 6-7 7-8 8-9 8-10 9-11 10-12 11-12 12-13 12-14 13-15 14-16 15-17 16-18 17-19 18-20 19-21 20-22 21-26 21-27 22-25 23-23 24-24 25-32 26-33 27-28 28-29 29-30 30-31 31-34 31-35 32-37 32-38 33-36 34-36 35-39 36-40 36-41 37-42 37-43 38-44 39-45 40-46 41-47 
40	0-0 0-1 1-2 2-3 3-4 4-5 5-6 6-10 7-9 8-7 9-8 10-16 11-17 12-11 13-12 14-13 15-14 16-15 17-20 17-21 18-18 19-19 20-22 21-23 22-23 23-24 23-25 24-26 25-27 26-28 27-29 
41	0-0 0-1 1-4 2-4 3-2 3-3 4-5 4-6 5-7 6-8 7-9 7-10 8-11 9-12 10-13 11-14 12-15 12-16 12-17 13-18 14-18 15-19 15-20 16-21 17-22 18-23 18-24 19-25 20-26 21-27 22-28 23-29 24-29 25-31 26-30 27-32 27-33 28-36 29-37 30-38 31-39 32-34 32-35 33-41 34-42 35-43 36-40 37-44 37-45 37-46 38-47 39-47 40-49 41-50 42-48 43-51 44-52 45-53 46-54 46-55 47-56 48-57 49-58 49-59 50-60 51-60 52-62 53-63 54-61 55-64 56-65 57-66 57-67 
42	0-0 1-1 2-2 3-3 4-4 4-5 5-6 6-7 7-8 7-9 8-10 9-11 10-12 11-13 12-13 13-15 13-16 14-14 15-17 15-18 16-19 17-19 18-20 19-21 20-23 21-22 22-25 22-26 23-24 24-24 25-27 26-28 27-29 28-30 29-31 30-32 31-33 
43	0-0 1-0 2-1 3-1 4-3 4-4 5-2 6-2 7-5 8-6 9-10 10-11 11-11 12-7 13-7 14-8 15-9 16-12 17-13 18-14 
44	0-0 0-1 1-2 2-3 3-4 4-5 4-6 5-10 5-11 6-7 7-8 7-9 8-12 9-13 10-14 10-15 11-16 12-17 13-18 13-19 14-21 15-20 16-22 16-23 16-24 17-25 17-26 18-27 
45	0-0 1-0 2-1 3-2 3-3 4-7 5-4 6-5 7-6 8-10 8-11 9-8 10-9 11-15 12-12 13-13 14-14 15-18 16-16 17-17 18-19 19-20 20-21 21-23 22-22 23-24 23-25 24-26 25-27 26-28 27-31 28-29 29-30 30-32 31-32 32-33 32-34 33-35 34-35 35-36 36-37 37-38 38-39 38-40 
46	0-0 1-1 2-2 2-3 3-4 4-11 5-10 6-7 7-8 8-5 8-6 9-9 10-16 11-12 11-13 12-15 13-14 14-18 15-17 16-19 17-20 18-21 
47	0-0 1-1 2-2 3-2 4-3 5-5 6-6 7-4 8-9 9-9 10-7 11-8 12-11 13-12 14-10 15-16 16-13 17-13 18-14 18-15 19-18 20-17 21-19 22-21 23-22 24-23 25-20 26-24 27-25 28-26 29-27 
48	0-0 1-1 2-2 3-12 3-13 4-8 4-9 5-3 6-3 7-4 7-5 8-6 9-7 10-10 11-11 12-21 13-22 14-23 15-24 16-25 16-26 17-18 18-19 19-20 20-17 21-14 22-14 23-15 23-16 24-34 25-35 26-36 27-37 28-38 29-39 29-40 30-29 30-30 31-31 32-32 33-33 34-27 35-28 36-47 37-48 38-49 39-44 39-45 40-46 41-46 42-41 43-41 44-42 44-43 45-57 46-56 47-53 48-54 49-55 50-50 50-51 51-52 52-52 53-58 54-59 55-61 56-60 57-62 
49	0-0 1-1 2-2 3-3 3-4 4-5 5-6 6-7 7-8 7-9 8-15 8-16 9-10 10-10 11-11 12-12 13-13 13-14 14-29 15-22 15-23 16-24 17-24 18-25 18-26 19-20 19-21 20-17 21-18 22-19 23-27 23-28 24-37 25-38 26-39 27-30 27-31 28-36 29-35 30-32 31-32 32-33 32-34 33-40 34-41 35-46 36-44 37-45 38-47 39-42 39-43 40-48 41-50 41-51 42-49 43-52 44-53 45-54 46-55 47-56 47-57 48-58 49-58 50-59 51-60 52-61 53-62 
50	0-0 1-1 2-2 3-3 4-3 5-4 6-5 7-6 8-7 9-8 10-9 11-10 12-11 13-14 14-15 15-12 16-13 17-17 18-16 19-18 20-19 21-20 22-21 23-22 24-22 25-23 26-24 27-25 28-26 
51	0-0 1-0 2-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-12 10-13 11-9 12-10 13-11 14-14 15-15 16-16 17-17 
